Дата;Наименование препарата как у нас;Наименование препарата как у аптеки;Наименование АС;Ссылка на препарат;Город;Цена
24-03-2022;;Супрадин Кидс волшебные драже 90 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D0%BF%D0%BB%D0%B0%D0%B7%D0%B8%D0%BD;Москва;1 773 ₽
24-03-2022;;Супрадин таблетки шипучие 10 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D0%BF%D0%BB%D0%B0%D0%B7%D0%B8%D0%BD;Москва;1 036 ₽
24-03-2022;;Супрадин Кидс мишки пастилки жевательные 60 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D0%BF%D0%BB%D0%B0%D0%B7%D0%B8%D0%BD;Москва;1 721 ₽
24-03-2022;;Супрадин таблетки шипучие 20 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D0%BF%D0%BB%D0%B0%D0%B7%D0%B8%D0%BD;Москва;1 650 ₽
24-03-2022;;Супрадин Кидс пастилки 30 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D0%BF%D0%BB%D0%B0%D0%B7%D0%B8%D0%BD;Москва;1 130 ₽
24-03-2022;;Супрадин Кидс пастилки 60 шт;36 и 6;https://366.ru/search/?text=%D1%81%D1%83%D0%BF%D0%BB%D0%B0%D0%B7%D0%B8%D0%BD;Москва;1 233 ₽
24-03-2022;;Ферматрон Протез синовиальной жидкости раствор для инъекций 2 мл;36 и 6;https://366.ru/search/?text=%D1%84%D0%B5%D1%80%D0%BC%D0%B0%D1%82%D1%80%D0%BE%D0%BD;Москва;5 958 ₽
24-03-2022;;Флексотрон кросс протез шприц 60мг/3мл 1 шт;36 и 6;https://366.ru/search/?text=%D1%84%D0%BB%D0%B5%D0%BA%D1%81%D0%BE%D1%82%D1%80%D0%BE%D0%BD;Москва;22 102 ₽
24-03-2022;;Имплантат вязкоэластичный стерильный для внутрисуставной инъекции Флексотрон® Соло (Flexotron® Solo) гиалуронат натрия 2,2%, 22 мг/мл, 2 мл 1 шт;36 и 6;https://366.ru/search/?text=%D1%84%D0%BB%D0%B5%D0%BA%D1%81%D0%BE%D1%82%D1%80%D0%BE%D0%BD;Москва;16 468 ₽
24-03-2022;;Имплантат вязкоэластичный стерильный для внутрисуставной инъекции Флексотрон® Ультра (Flexotron® Ultra) гиалуронат натрия 2,5 %, 25 мг/мл, 4,8 мл 1 шт;36 и 6;https://366.ru/search/?text=%D1%84%D0%BB%D0%B5%D0%BA%D1%81%D0%BE%D1%82%D1%80%D0%BE%D0%BD;Москва;29 226 ₽
24-03-2022;;Хаймовис раствор 24 мг/3 мл шприц 2 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%B0%D0%B9%D0%BC%D0%BE%D0%B2%D0%B8%D1%81;Москва;29 225 ₽
24-03-2022;;Хиалубрикс раствор 1,5% 30 мг/2 мл 3 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%B0%D0%B9%D0%BB%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D1%81;Москва;24 306 ₽
24-03-2022;;Хиалубрикс 30 мг/2 мл 1 шт;36 и 6;https://366.ru/search/?text=%D1%85%D0%B0%D0%B9%D0%BB%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D1%81;Москва;9 466 ₽
24-03-2022;;Хронотрон имплантант инъекционный в виде геля на основе полинуклеотидов для внутрисуставного введения 20мг/мл 2 мл 1 шт;36 и 6;https://366.ru/search/?text=%D1%85%D1%80%D0%BE%D0%BD%D0%BE%D1%82%D1%80%D0%BE%D0%BD;Москва;10 881 ₽
24-03-2022;;Мовалис таблетки 15 мг 10 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Москва;1 286 ₽
24-03-2022;;Мовалис раствор ампулы 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Москва;1 753 ₽
24-03-2022;;Мовалис таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Москва;1 674 ₽
24-03-2022;;Мовалис раствор 15 мг/1,5 мл ампулы 1,5 мл 3 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Москва;1 609 ₽
24-03-2022;;Мовалис таблетки 7,5 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%BE%D0%B2%D0%B0%D0%BB%D0%B8%D1%81;Москва;1 555 ₽
24-03-2022;;Амелотекс суппозитории 7,5 мг 6 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B5%D0%BB%D0%BE%D1%82%D0%B5%D0%BA%D1%81;Москва;504 ₽
24-03-2022;;Амелотекс таблетки 15 мг 10 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B5%D0%BB%D0%BE%D1%82%D0%B5%D0%BA%D1%81;Москва;516 ₽
24-03-2022;;Амелотекс суппозитории 15 мг 6 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B5%D0%BB%D0%BE%D1%82%D0%B5%D0%BA%D1%81;Москва;1 079 ₽
24-03-2022;;Амелотекс таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B5%D0%BB%D0%BE%D1%82%D0%B5%D0%BA%D1%81;Москва;737 ₽
24-03-2022;;Амелотекс раствор 10 мг/мл 1,5 мл 3 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B5%D0%BB%D0%BE%D1%82%D0%B5%D0%BA%D1%81;Москва;965 ₽
24-03-2022;;Амелотекс раствор для внутримышечного введения 1,5 мл 10 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B5%D0%BB%D0%BE%D1%82%D0%B5%D0%BA%D1%81;Москва;1 446 ₽
24-03-2022;;Амелотекс гель для наружного применения 30 г;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B5%D0%BB%D0%BE%D1%82%D0%B5%D0%BA%D1%81;Москва;538 ₽
24-03-2022;;Амелотекс раствор ампулы 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B5%D0%BB%D0%BE%D1%82%D0%B5%D0%BA%D1%81;Москва;1 154 ₽
24-03-2022;;Амелотекс гель для наружного применения 1% 50 г;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B5%D0%BB%D0%BE%D1%82%D0%B5%D0%BA%D1%81;Москва;763 ₽
24-03-2022;;Амелотекс таблетки 7,5 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D0%BC%D0%B5%D0%BB%D0%BE%D1%82%D0%B5%D0%BA%D1%81;Москва;537 ₽
24-03-2022;;Мелоксикам-Штада таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;675 ₽
24-03-2022;;Мелоксикам Озон таблетки 7,5 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;268 ₽
24-03-2022;;Мелоксикам-солофарм раствор для инъекций 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;567 ₽
24-03-2022;;Мелоксикам ДС раствор 10 мг/мл 1,5 мл 3 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;570 ₽
24-03-2022;;Мелоксикам таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;180 ₽
24-03-2022;;Мелоксикам таблетки 15 мг 10 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;487 ₽
24-03-2022;;Мелоксикам-алси таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;228 ₽
24-03-2022;;Мелоксикам-Озон таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;348 ₽
24-03-2022;;Мелоксикам-тева таблетки 7.5 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;612 ₽
24-03-2022;;Мелоксикам-тева таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;775 ₽
24-03-2022;;Мелоксикам Верте таблетки 15мг N20;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;679 ₽
24-03-2022;;Мелоксикам таблетки 7,5 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;526 ₽
24-03-2022;;Мелоксикам-тева таблетки 15 мг 10 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;492 ₽
24-03-2022;;Мелоксикам таблетки 7,5 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;155 ₽
24-03-2022;;Мелоксикам Авексима таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;357 ₽
24-03-2022;;Мелоксикам-канон таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;180 ₽
24-03-2022;;Мелоксикам-Акрихин таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;448 ₽
24-03-2022;;Мелоксикам таблетки 7,5 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;158 ₽
24-03-2022;;Мелоксикам-акрихин раствор для инъекций 1,5 мл 3 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;737 ₽
24-03-2022;;Мелоксикам-акрихин раствор для инъекций 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;951 ₽
24-03-2022;;Мелоксикам раствор 1 мг/мл 1,5 мл 3 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;349 ₽
24-03-2022;;Мелоксикам раствор 1 мг/мл 1,5 мл 3 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;490 ₽
24-03-2022;;Мелоксикам раствор 1 мг/мл 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;453 ₽
24-03-2022;;Мелоксикам раствор ампулы 10 мг/мл 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;422 ₽
24-03-2022;;Мелоксикам Буфус раствор 1 мг/мл 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;938 ₽
24-03-2022;;Мелоксикам Буфус раствор 1 мг/мл 1,5 мл 3 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;788 ₽
24-03-2022;;Мелофлекс Ромфарм раствор 10 мг/мл 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 652 ₽
24-03-2022;;Матарен Плюс крем 50 г;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;799 ₽
24-03-2022;;Мовасин раствор для внутримышечного введения ампулы 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;724 ₽
24-03-2022;;Амелотекс таблетки 15 мг 10 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;516 ₽
24-03-2022;;Артрозан раствор 6 мг/мл ампулы 2,5 мл 10 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B7%D0%B0%D0%BD;Москва;1 152 ₽
24-03-2022;;Артрозан таблетки 15 мг 20 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B7%D0%B0%D0%BD;Москва;756 ₽
24-03-2022;;Артрозан таблетки 15 мг 10 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B7%D0%B0%D0%BD;Москва;498 ₽
24-03-2022;;Артрозан раствор 6 мг/мл ампулы 2,5 мл 3 шт;36 и 6;https://366.ru/search/?text=%D0%B0%D1%80%D1%82%D1%80%D0%BE%D0%B7%D0%B0%D0%BD;Москва;522 ₽
24-03-2022;;Элокс Солофарм раствор для инъекций 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;1 077 ₽
24-03-2022;;Тимолол Солофарм капли глазные 0,5% 5 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;63 ₽
24-03-2022;;Таурин Солофарм капли глазные 4% 10 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;235 ₽
24-03-2022;;Глюкоза-солофарм раствор для инфузий флакон 5% 200 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;73 ₽
24-03-2022;;Глюкоза-солофарм раствор для инфузий флакон 5% 400мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;83 ₽
24-03-2022;;Дорзоламид-солофарм капли глазные 2% 5 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;382 ₽
24-03-2022;;Диклофенак-солофарм капли глазные 0,1% 5 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;142 ₽
24-03-2022;;Эуфиллин-солофарм раствор для инъекций 2,4% 10 мл 10 шт;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;112 ₽
24-03-2022;;Кальция глюконат раствор 10% 10 мл ампулы 10 шт;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;222 ₽
24-03-2022;;Мелоксикам-солофарм раствор для инъекций 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;567 ₽
24-03-2022;;Таурин-Солофарм глазные капли 4% 1 мл 20 шт;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;191 ₽
24-03-2022;;Кальция глюконат-солофарм раствор 10% 5 мл 10 шт;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;129 ₽
24-03-2022;;Глюкоза-солофарм раствор для инъекций 40% 10мл N10;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;290 ₽
24-03-2022;;Ивинак-Солофарм капли глазные 0,09% 5 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;1 190 ₽
24-03-2022;;Корфецин-солофарм капли глазные 0,5% 5 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;138 ₽
24-03-2022;;Ксилокт-СОЛОфарм спрей 35 мкг/доза флакон 15 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;165 ₽
24-03-2022;;Ксилокт-СОЛОфарм капли назальные 0,05% флакон 10 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;52 ₽
24-03-2022;;Ксилокт-СОЛОфарм капли назальные 0,1% флакон 10 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;53 ₽
24-03-2022;;Пикторид-СОЛОфарм глазные капли 0,05 % 10 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;803 ₽
24-03-2022;;Дротаверин-СОЛОфарм раствор 20 мг/мл 2 мл 10 шт;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;169 ₽
24-03-2022;;Пентоксифиллин-Солофарм раствор 2% 5 мл 10 шт;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;282 ₽
24-03-2022;;Бетаксолол Солофарм капли глазные 0,5% 5 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;702 ₽
24-03-2022;;Ксилометазолин Солофарм капли назальные 0,05 % 10 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;46 ₽
24-03-2022;;Новокаин-солофарм р-р д/ин. амп. 0,5% 10мл n10;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;229 ₽
24-03-2022;;Ксилокт-Солофарм спрей 140 мкг/д 0,1%1 5 мл;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;165 ₽
24-03-2022;;Сульфацил натрия-солофарм 20% 0,5мл N5 тюб/кап гл капли;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;335 ₽
24-03-2022;;Мельдоний-СОЛОфарм раствор для инъекций ампулы 100 мг/мл 5 мл 10 шт;36 и 6;https://366.ru/search/?text=%D1%8D%D0%BB%D0%BE%D0%BA%D1%81-%D1%81%D0%BE%D0%BB%D0%BE%D1%84%D0%B0%D1%80%D0%BC;Москва;337 ₽
24-03-2022;;Мовасин раствор для внутримышечного введения ампулы 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%BE%D0%B2%D0%B0%D1%81%D0%B8%D0%BD;Москва;724 ₽
24-03-2022;;Мовасин раствор внутримышечно ампулы 10 мг/мл 1,5 мл 3 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%BE%D0%B2%D0%B0%D1%81%D0%B8%D0%BD;Москва;473 ₽
24-03-2022;;Генферон лайт 500000 ед назальный спрей 100 доз;36 и 6;https://366.ru/search/?text=%D0%B3%D0%B5%D0%BD%D0%B8%D1%82%D1%80%D0%BE%D0%BD;Москва;1 030 ₽
24-03-2022;;Генферон Лайт суппозитории вагинально-ректальные 125000 МЕ 10 шт;36 и 6;https://366.ru/search/?text=%D0%B3%D0%B5%D0%BD%D0%B8%D1%82%D1%80%D0%BE%D0%BD;Москва;931 ₽
24-03-2022;;Генферон суппозитории вагинально-ректальные 1000000 МЕ 10 шт;36 и 6;https://366.ru/search/?text=%D0%B3%D0%B5%D0%BD%D0%B8%D1%82%D1%80%D0%BE%D0%BD;Москва;1 568 ₽
24-03-2022;;Генферон суппозитории вагинально-ректальные 500000 ЕД 10 шт;36 и 6;https://366.ru/search/?text=%D0%B3%D0%B5%D0%BD%D0%B8%D1%82%D1%80%D0%BE%D0%BD;Москва;1 451 ₽
24-03-2022;;Генферон Лайт суппозитории вагинально-ректальные 250000 ЕД 10 шт;36 и 6;https://366.ru/search/?text=%D0%B3%D0%B5%D0%BD%D0%B8%D1%82%D1%80%D0%BE%D0%BD;Москва;944 ₽
24-03-2022;;Генферон лайт капли назальные 10000 ME/0,8 мг 10 мл 1 шт;36 и 6;https://366.ru/search/?text=%D0%B3%D0%B5%D0%BD%D0%B8%D1%82%D1%80%D0%BE%D0%BD;Москва;823 ₽
24-03-2022;;Мелофлекс Ромфарм раствор для инъекций 10 мг/мл 1,5 мл 3 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D1%84%D0%BB%D0%B5%D0%BA%D1%81;Москва;1 016 ₽
24-03-2022;;Мелофлекс Ромфарм раствор 10 мг/мл 1,5 мл 5 шт;36 и 6;https://366.ru/search/?text=%D0%BC%D0%B5%D0%BB%D0%BE%D1%84%D0%BB%D0%B5%D0%BA%D1%81;Москва;1 652 ₽
24-03-2022;;Oral-B Professional Care щетка зубная электрическая 500/D16;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;9 414 ₽
24-03-2022;;Oral-B насадка для электрической зубной щетки детская;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;1 849 ₽
24-03-2022;;Oral-B Vitality щетка зубная электрическая детская Тачки;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;3 917 ₽
24-03-2022;;Oral-B насадки для ирригатора Oxyjet 4 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;2 241 ₽
24-03-2022;;Oral-B Satin Floss нить зубная 25 м;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;578 ₽
24-03-2022;;Oral-B Triumph Smart Guide щетка зубная электрическая;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;12 627 ₽
24-03-2022;;Oral-B Essential Floss нить зубная невощенная 50 м;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;512 ₽
24-03-2022;;Oral-B Комплекс щетка зубная средняя 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;415 ₽
24-03-2022;;Oral-B Pro-Expert щетка средняя Все в 1 2 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;455 ₽
24-03-2022;;Oral-B детская зубная щетка Kids 2+ Микки Мягкая 1 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;132 ₽
24-03-2022;;Oral-B ершики сменные конические 6 шт;36 и 6;https://366.ru/search/?text=%D0%B1%D0%B8-%D0%BA%D1%81%D0%B8%D0%BA%D0%B0%D0%BC;Москва;906 ₽
